sensors,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,0.0
0,18.9666666667,19.0778978253,19.1850570638,19.2882934462,19.387750579,19.4835668122,19.5758754308,19.6648048406,19.7504787467,19.8330163257,19.9125323914,19.9891375547,20.062938377,20.1340375188,20.2025338825,20.26852275,20.332095915,20.3933418108,20.4523456335,20.5091894603,20.5639523638,20.6167105217,20.6675373234,20.7165034713,20.7636770798,20.8091237697,20.8529067594,20.8950869534,20.9357230264,20.974871505,21.0125868467,21.0489215155,21.0839260545,21.117649157,21.1501377332,21.1814369765,21.2115904256,21.2406400255,21.2686261855,21.2955878357,21.3215624812,20.9,20.9404562174,20.9794314247,21.0169798381,21.0531536894,21.0880032982,21.1215771421,21.1539219237,21.1850826364,21.2151026262,21.2440236523,21.2718859454,21.2987282632,21.3245879448,21.3495009622,21.3735019706,21.3966243566,21.4189002846,21.4403607414,21.4610355797,21.4809535592,21.5001423866,21.5186287547,21.5364383789,21.5535960331,21.5701255846,21.5860500268,21.6013915114,21.616171379,21.6304101893,21.6441277491,21.6573431401,21.6700747458,21.6823402762,21.6941567935,21.7055407349,21.7165079361,21.7270736529,21.7372525829,21.7470588854,21.7565062014,21.7656076726,21.7743759597,21.7828232596,21.5,21.5184915805,21.5363062263,21.5534687184,21.5700029306,21.5859318629,21.6012776731,21.6160617081,21.6303045332,21.6440259608,21.6572450781
1,19.3666666667,19.4624350887,19.554496744,19.6429951048,19.7280680903,19.8098482814,19.8884631276,19.964035145,20.036682108,20.1065172323,20.1736493517,20.2381830873,20.3002190109,20.3598538017,20.4171803968,20.4722881361,20.5252629015,20.5761872509,20.6251405468,20.6721990798,20.7174361877,20.7609223697,20.8027253963,20.8429104149,20.8815400514,20.9186745076,20.9543716552,20.9886871261,21.0216743988,21.0533848819,21.0838679941,21.1131712416,21.1413402916,21.1684190437,21.1944496986,21.2194728234,21.2435274151,21.2666509613,21.2888794985,21.3102476685,21.3307887724,21.3505348221,21.3695165907,21.38776366,21.4053044669,21.4221663477,21.4383755806,21.4539574267,21.4689361693,21.4833351519,21.4971768143,21.5104827279,21.5232736292,21.5355694519,21.5473893585,21.5587517693,21.5696743921,21.5801742491,21.5902677037,21.5999704858,21.6092977166,21.6182639321,21.6268831056,21.6351686694,21.6431335362,21.6507901186,21.6581503491,21.6652256979,21.6720271917,21.6785654301,21.6848506026,21.6908925041,21.6967005508,21.7022837939,21.7076509347,21.7128103375,21.717770043,21.7225377804,21.7271209801,21.7315267846,21.7357620602,21.7398334072,21.7437471706,21.7475094498,21.7511261079,21.7546027815,21.7579448885,21.7611576376,21.7642460355,21.7672148954,21.770068844,21.772812329,21.775449626,21.777984845,21.7804219371,21.7827647003
2,19.2333333333,19.3513282398,19.464398066,19.5727483835,19.6765761836,19.7760702352,19.8714114278,19.962773101,20.0503213588,20.1342153724,20.2146076692,20.2916444099,20.3654656547,20.4362056177,20.5039929108,20.5689507779,20.6311973185,20.6908457028,20.7480043772,20.8027772616,20.8552639384,20.9055598333,20.9537563891,20.9999412318,21.0441983296,21.0866081464,21.1272477871,21.1661911386,21.2035090035,21.2392692293,21.2735368314,21.3063741117,21.3378407714,21.36799402,21.3968886789,21.4245772814,21.4511101679,21.4765355778,21.500899737,21.5242469417,21.5466196395,21.568058506,21.5886025191,21.6082890298,21.6271538301,21.645231218,21.6625540598,21.6791538502,21.6950607691,21.7103037369,21.7249104667,21.7389075149,21.7523203296,21.7651732964,21.7774897834,21.789292183,21.8006019532,21.8114396562,21.8218249959,21.8317768539,21.8413133237,21.8504517433,21.8592087275,21.8676001971,21.8756414087,21.883346982,21.8907309265,21.8978066667,21.9045870672,21.9110844554,21.917310644,21.923276953,21.9289942296,21.9344728684,21.93972283,21.9447536595,21.9495745033,21.9541941262,21.958620927,21.9628629543,21.9669279202,21.9708232155,21.974555922,21.9781328262,21.9815604312,21.9848449688,21.9879924105,21.9910084787,21.993898657,21.9966681998,21.9993221426,22.0018653104,22.004302327,22.0066376231,22.0088754444,22.0110198596
3,19.4666666667,19.5987239249,19.7242380562,19.843533257,19.9569176609,20.0646841339,20.1671110313,20.2644629165,20.3569912444,20.4449350111,20.5285213706,20.6079662224,20.6834747684,20.7552420432,20.8234534182,20.8882850798,20.9499044848,21.008470793,21.0641352783,21.117041719,21.1673267698,21.2151203145,21.2605458013,21.303720562,21.3447561147,21.3837584521,21.4208283153,21.4560614538,21.4895488731,21.5213770695,21.5516282534,21.5803805623,21.6077082617,21.6336819379,21.6583686794,21.6818322509,21.7041332575,21.7253293016,21.7454751315,21.7646227828,21.782821713,21.800118929,21.8165591085,21.8321847158,21.8470361109,21.8611516543,21.8745678057,21.8873192182,21.8994388282,21.9109579401,21.9219063069,21.932312208,21.942202521,21.9516027923,21.9605373022,21.9690291282,21.9771002041,21.9847713771,21.9920624616,21.9989922899,22.0055787616,22.011838889,22.0177888418,22.0234439884,22.0288189358,22.0339275672,22.0387830779,22.0433980095,22.047784282,22.051953225,22.0559156067,22.0596816617,22.0632611175,22.0666632197,22.0698967557,22.0729700776,22.0758911236,22.0786674386,22.0813061938,22.0838142048,22.0861979498,22.0884635858,22.0906169649,22.092663649,22.0946089248,22.0964578168,22.0982151005,22.0998853149,22.1014727741,22.1029815785,22.1044156251,22.1057786181,22.107074078,22.1083053509,22.1094756171,22.1105878994
4,19.1,19.2076940999,19.310895229,19.4097908327,19.5045605366,19.5953764721,19.6824035895,19.7657999573,19.8457170495,19.9223000206,19.9956879692,20.0660141911,20.1334064205,20.1979870629,20.2598734171,20.3191778881,20.3760081914,20.4304675486,20.4826548751,20.5326649594,20.5805886354,20.6265129477,20.6705213091,20.7126936527,20.7531065767,20.7918334836,20.8289447136,20.8645076723,20.8985869534,20.9312444553,20.9625394944,20.9925289124,21.0212671793,21.0488064928,21.0751968732,21.1004862534,21.124720567,21.1479438311,21.1701982265,21.191524174,21.2119604084,21.2315440481,21.2503106633,21.26829434,21.2855277422,21.3020421712,21.3178676223,21.3330328396,21.3475653678,21.3614916025,21.3748368382,21.3876253141,21.3998802579,21.4116239285,21.4228776561,21.433661881,21.4439961907,21.4538993557,21.463389363,21.4724834497,21.4811981333,21.4895492424,21.4975519454,21.5052207777,21.5125696681,21.5196119647,21.5263604585,21.5328274067,21.5390245555,21.5449631608,21.550654009,21.5561074364,21.5613333482,21.5663412363,21.5711401965,21.5757389453,21.5801458354,21.5843688712,21.588415723,21.5922937411,21.5960099693,21.5995711574,21.6029837736,21.6062540164,21.6093878254,21.6123908926,21.6152686727,21.6180263925,21.6206690609,21.6232014779,21.625628243,21.6279537641,21.6301822651,21.6323177935,21.6343642283,21.6363252863
5,19.1,19.2224649677,19.3394920497,19.4513227076,19.5581876815,19.6603074656,19.7578927634,19.8511449224,19.9402563497,20.0254109085,20.1067842982,20.1845444163,20.258851705,20.3298594824,20.3977142586,20.4625560384,20.5245186096,20.5837298194,20.6403118382,20.6943814115,20.746050101,20.7954245145,20.8426065262,20.8876934867,20.9307784236,20.9719502342,21.011293868,21.0488905028,21.0848177116,21.1191496228,21.1519570736,21.1833077553,21.2132663538,21.2418946827,21.2692518106,21.2953941834,21.3203757408,21.344248027,21.3670602977,21.3888596214,21.4096909766,21.4295973446,21.4486197981,21.4667975862,21.484168215,21.5007675253,21.5166297664,21.5317876669,21.546272502,21.5601141583,21.5733411951,21.5859809039,21.598059364,21.609601497,21.6206311178,21.6311709836,21.6412428414,21.6508674725,21.6600647352,21.6688536064,21.67725222,21.685277905,21.6929472206,21.7002759909,21.7072793375,21.7139717102,21.7203669175,21.7264781546,21.7323180307,21.7378985952,21.7432313626,21.7483273359,21.7531970297,21.7578504915,21.7622973228,21.7665466988,21.7706073872,21.7744877664,21.7781958428,21.7817392672,21.7851253509,21.7883610802,21.7914531315,21.7944078845,21.7972314359,21.7999296114,21.8025079783,21.8049718563,21.8073263293,21.8095762552,21.8117262763,21.8137808287,21.8157441516,21.8176202958,21.8194131325,21.8211263608
6,18.6,18.7269846267,18.8485346183,18.9648825641,19.0762510991,19.18285333,19.2848932432,19.3825660947,19.4760587843,19.5655502128,19.6512116245,19.7332069349,19.8116930442,19.8868201378,19.9587319734,20.0275661562,20.0934544025,20.156522791,20.2168920051,20.2746775626,20.3299900381,20.3829352733,20.4336145804,20.4821249357,20.528559165,20.5730061216,20.6155508559,20.6562747784,20.6952558155,21.9,21.8857526042,21.8721149626,21.859060979,21.8465656743,21.8346051385,21.8231564848,21.8121978057,21.8017081316,21.7916673902,21.7820563682,21.7728566747,21.7640507059,21.7556216113,21.7475532615,21.7398302176,21.7324377014,21.7253615669,21.7185882739,21.7121048614,21.7058989234,21.6999585845,21.6942724777,21.6888297225,21.6836199042,21.6786330534,21.6738596278,21.6692904933,21.6649169067,21.660730499,21.6567232595,20.2,20.2585084946,20.314512967,20.3681205834,20.4194339235,20.4685511766,20.51556633,20.5605693485,20.6036463466,20.6448797533,20.68434847,20.7221280209,20.7582906984,20.7929057007,20.8260392646,20.8577547921,20.8881129716,20.9171718945,20.9449871657,20.9716120106,20.9970973764,21.0214920302,21.0448426518,21.0671939232,21.0885886143,21.1090676643,21.1286702604,21.1474339129,21.1653945264,20.6,20.6413894616,20.6810075542,20.7189300883,20.7552296295,20.7899756382,20.8232346017
7,18.8,18.9253505253,19.0455897075,19.1609259687,19.2715592325,19.37768127,19.4794760329,19.5771199719,19.6707823425,19.7606254989,19.8468051748,19.9294707538,20.0087655282,20.084826947,20.1577868551,20.2277717208,20.2949028556,20.3592966244,20.4210646472,20.4803139924,20.5371473625,20.5916632725,20.6439562199,25.6,25.4480710067,25.3023371307,25.1625457576,25.0284545733,24.8998311448,24.7764525167,24.6581048248,24.5445829257,24.435690041,24.331237416,24.2310439931,24.1349360972,24.0427471353,23.9543173074,23.8694933295,23.788128168,23.7100807849,23.6352158931,23.5634037221,23.4945197928,23.4284447022,23.3650639159,23.3042675699,23.2459502799,23.1900109592,19.4,19.5008846854,19.5976556566,19.690480656,19.7795205861,19.8649297884,19.9468563109,20.0254421648,20.1008235705,20.1731311938,20.2424903726,20.3090213338,20.3728394019,20.4340551989,20.4927748362,20.549100098,20.6031286185,20.6549540503,20.7046662277,20.7523513214,20.7980919887,20.8419675163,20.8840539578,20.9244242657,22.4,22.378555486,22.3579854022,22.3382540922,22.3193273541,22.3011723802,22.2837577008,22.2670531293,22.2510297101,22.2356596682,22.2209163614,22.2067742334,22.1932087706,22.1801964585,22.1677147416,22.1557419842,22.1442574328,22.13324118,22.1226741303,22.1125379669,22.1028151197,22.0934887353,22.0845426472
8,18.8,18.9068907796,19.0097302299,19.1086719028,19.2038635302,19.2954472446,19.3835597918,19.4683327343,19.5498926486,19.6283613134,19.703855892,19.7764891069,19.8463694084,19.9136011361,19.9782846753,20.0405166062,20.1003898488,20.157993801,20.2134144725,20.2667346131,20.3180338362,20.3673887378,20.4148730108,20.4605575549,20.5045105826,20.5467977213,20.5874821106,20.6266244974,20.664283326,20.7005148255,20.7353730941,20.7689101792,20.8011761559,20.8322192012,20.862085666,20.8908201447,20.9184655413,20.9450631338,20.9706526355,20.9952722548,21.0189587516,21.0417474928,21.0636725047,21.0847665241,21.1050610469,21.1245863753,21.1433716628,21.1614449584,21.1788332475,21.195562493,21.2116576737,21.2271428217,21.2420410581,21.2563746278,21.2701649327,21.2834325632,21.2961973296,21.3084782912,21.320293785,21.3316614529,21.3425982682,21.353120561,21.3632440423,21.3729838277,21.3823544598,21.3913699302,21.4000437001,21.4083887204,21.4164174512,21.4241418805,21.4315735417,21.4387235312,21.4456025248,21.4522207938,21.4585882198,21.4647143104,21.4706082125,21.4762787264,21.4817343189,21.4869831358,21.4920330143,21.4968914944,21.5015658304,21.5060630017,21.5103897232,21.5145524551,21.5185574128,21.5224105764,21.5261176989,21.5296843157,21.533115752,21.5364171316,21.5395933836,21.5426492506,21.5455892955,21.548417908
